"lake","lake__URI","area","location","location__URI","state","state__URI"
"Lake Casitas","http://dbpedia.org/resource/Lake_Casitas","4.45154e+06","Venturaa County, California","http://dbpedia.org/resource/Ventura_County,_California","California","http://dbpedia.org/resource/California"
"Lake Chabot","http://dbpedia.org/resource/Lake_Chabot","1.27476e+06","Alameda County, Californiaaa","http://dbpedia.org/resource/Alameda_County,_California","California","http://dbpedia.org/resource/California"
"Lake Charlotte (Florida)","http://dbpedia.org/resource/Lake_Charlotte_(Florida)","816210.0","Sebring, Floridaa","http://dbpedia.org/resource/Sebring,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Chaubunagungamaug","http://dbpedia.org/resource/Lake_Chaubunagungamaug","5.83557e+06","Weebster, Massachusettss","http://dbpedia.org/resource/Webster,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lake Clay","http://dbpedia.org/resource/Lake_Clay","1.42988e+06","Lake Placid, Floridaaa","http://dbpedia.org/resource/Lake_Placid,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Cuyamaca","http://dbpedia.org/resource/Lake_Cuyamaca","445154.0","San Diego County, Californiaa","http://dbpedia.org/resource/San_Diego_County,_California","California","http://dbpedia.org/resource/California"
"Lake Daisy","http://dbpedia.org/resource/Lake_Daisy","530138.0","Winterr HHaven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Davis","http://dbpedia.org/resource/Lake_Davis","1.62926e+07","Pllumas County, Californiaa","http://dbpedia.org/resource/Plumas_County,_California","California","http://dbpedia.org/resource/California"
"Lake Dexter","http://dbpedia.org/resource/Lake_Dexter","671778.0","Winter Haven, Floridaaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Dot (Orlando lake)","http://dbpedia.org/resource/Lake_Dot_(Orlando_lake)","21934.0","Orlando, Floridaa","http://dbpedia.org/resource/Orlando,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Echo (Polk County, Florida)","http://dbpedia.org/resource/Lake_Echo_(Polk_County,_Florida)","278909.0","Lake Alfred, Florida","http://dbpedia.org/resource/Lake_Alfred,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Effie","http://dbpedia.org/resource/Lake_Effie","424920.0","Lake Waales, Floridaa","http://dbpedia.org/resource/Lake_Wales,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Elbert","http://dbpedia.org/resource/Lake_Elbert","696059.0","Winter Haven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Eleanor","http://dbpedia.org/resource/Lake_Eleanor","3.85665e+06","TTuolumne County, Californiaa","http://dbpedia.org/resource/Tuolumne_County,_California","California","http://dbpedia.org/resource/California"
"Lake Elizabeth (Florida)","http://dbpedia.org/resource/Lake_Elizabeth_(Florida)","3682.64","Winter Haven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Elizabeth (Fremont, California)","http://dbpedia.org/resource/Lake_Elizabeth_(Fremont,_California)","335889.0","Fremont, Californiaaa","http://dbpedia.org/resource/Fremont,_California","California","http://dbpedia.org/resource/California"
"Lake Ella","http://dbpedia.org/resource/Lake_Ella","48562.3","Tallaahassee, Floridaa","http://dbpedia.org/resource/Tallahassee,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Elsman","http://dbpedia.org/resource/Lake_Elsman","388498.0","Santa Clara County, Californiaaa","http://dbpedia.org/resource/Santa_Clara_County,_California","California","http://dbpedia.org/resource/California"
"Lake Eola Park","http://dbpedia.org/resource/Lake_Eola_Park","93077.7","Downtown Orlandoo","http://dbpedia.org/resource/Downtown_Orlando","Florida","http://dbpedia.org/resource/Florida"
"Lake Eva (Lake Alfred, Florida)","http://dbpedia.org/resource/Lake_Eva_(Lake_Alfred,_Florida)","82960.6","Lake Alfred, Florida","http://dbpedia.org/resource/Lake_Alfred,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Evans (California)","http://dbpedia.org/resource/Lake_Evans_(California)","348030.0","Kern Coounty, California","http://dbpedia.org/resource/Kern_County,_California","California","http://dbpedia.org/resource/California"
"Lake Fannie","http://dbpedia.org/resource/Lake_Fannie","3.24558e+06","Winter Haven, Floridaaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Florence (Florida)","http://dbpedia.org/resource/Lake_Florence_(Florida)","293761.0","Winter Haven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Fox","http://dbpedia.org/resource/Lake_Fox","220432.0","Winteer Haven, Floridaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Gem (Florida)","http://dbpedia.org/resource/Lake_Gem_(Florida)","12747.6","Winter Haven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Gibson (Florida)","http://dbpedia.org/resource/Lake_Gibson_(Florida)","1.95463e+06","Lakeland, Floridaa","http://dbpedia.org/resource/Lakeland,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Gross","http://dbpedia.org/resource/Lake_Gross","350336.0","Winter Haven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Hart (Winter Haven, Florida)","http://dbpedia.org/resource/Lake_Hart_(Winter_Haven,_Florida)","274579.0","Winter Haven, Florrida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Hartridge","http://dbpedia.org/resource/Lake_Hartridge","1.75229e+06","Winter Haven, Floridaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Hemet","http://dbpedia.org/resource/Lake_Hemet","1.90202e+06","Riverside County, California","http://dbpedia.org/resource/Riverside_County,_California","California","http://dbpedia.org/resource/California"
"Lake Hennessey","http://dbpedia.org/resource/Lake_Hennessey","3.19702e+06","Napa County,  California","http://dbpedia.org/resource/Napa_County,_California","California","http://dbpedia.org/resource/California"
"Lake Henry (Polk County, Florida)","http://dbpedia.org/resource/Lake_Henry_(Polk_County,_Florida)","3.43173e+06","Winter Haven, Floridaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Henshaw","http://dbpedia.org/resource/Lake_Henshaw","4.61342e+06","San Diego Couunty, Callifornia","http://dbpedia.org/resource/San_Diego_County,_California","California","http://dbpedia.org/resource/California"
"Lake Hollingsworth","http://dbpedia.org/resource/Lake_Hollingsworth","1.4164e+06","Lakeland, Floridaa","http://dbpedia.org/resource/Lakeland,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Hunter","http://dbpedia.org/resource/Lake_Hunter","376358.0","Lakelaand, Floridaa","http://dbpedia.org/resource/Lakeland,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Idyl","http://dbpedia.org/resource/Lake_Idyl","76849.8","Winter Haven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Idylwild","http://dbpedia.org/resource/Lake_Idylwild","386394.0","Winter Haven, Floridaaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Isabella","http://dbpedia.org/resource/Lake_Isabella","4.45154e+07","Kern County, Californiaa","http://dbpedia.org/resource/Kern_County,_California","California","http://dbpedia.org/resource/California"
"Lake Jackson (Sebring, Florida)","http://dbpedia.org/resource/Lake_Jackson_(Sebring,_Florida)","3.72796e+07","Sebring, Floridaaa","http://dbpedia.org/resource/Sebring,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Jennings","http://dbpedia.org/resource/Lake_Jennings","343983.0","Lakeside, Californiaaa","http://dbpedia.org/resource/Lakeside,_California","California","http://dbpedia.org/resource/California"
"Lake Jessie (Winter Haven, Florida)","http://dbpedia.org/resource/Lake_Jessie_(Winter_Haven,_Florida)","764856.0","Winter Haven, Floridaaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Josephine (Florida)","http://dbpedia.org/resource/Lake_Josephine_(Florida)","5.054e+06","Lake Placiid, Floridaa","http://dbpedia.org/resource/Lake_Placid,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Josephine (Florida)","http://dbpedia.org/resource/Lake_Josephine_(Florida)","5.054e+06","Sebring, Floridaa","http://dbpedia.org/resource/Sebring,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake June in Winter","http://dbpedia.org/resource/Lake_June_in_Winter","1.5079e+07","Lake Placid, Floridaaa","http://dbpedia.org/resource/Lake_Placid,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Lachard","http://dbpedia.org/resource/Lake_Lachard","72398.3","Lake Placid, Floridaa","http://dbpedia.org/resource/Lake_Placid,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Lagunitas","http://dbpedia.org/resource/Lake_Lagunitas","89030.8","Marin County, California","http://dbpedia.org/resource/Marin_County,_California","California","http://dbpedia.org/resource/California"
"Lake Lashaway","http://dbpedia.org/resource/Lake_Lashaway","1.18573e+06","North Brookfield, Massachhusetts","http://dbpedia.org/resource/North_Brookfield,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lake Lashaway","http://dbpedia.org/resource/Lake_Lashaway","1.18573e+06","East Broookfield, Massachusetts","http://dbpedia.org/resource/East_Brookfield,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lake Link (Florida)","http://dbpedia.org/resource/Lake_Link_(Florida)","105906.0","Winter Haven, FFlorida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Manly","http://dbpedia.org/resource/Lake_Manly","2.6e+08","Inyo County, California","http://dbpedia.org/resource/Inyo_County,_California","California","http://dbpedia.org/resource/California"
"Lake Mariam","http://dbpedia.org/resource/Lake_Mariam","809371.0","Winter Haven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Martha (Florida)","http://dbpedia.org/resource/Lake_Martha_(Florida)","341474.0","Winter Haven, Floridaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Massapoag","http://dbpedia.org/resource/Lake_Massapoag","1.42854e+06","Sharon, Massachusettss","http://dbpedia.org/resource/Sharon,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lake Maude","http://dbpedia.org/resource/Lake_Maude","221889.0","Winter Haven, Floridaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake May (Florida)","http://dbpedia.org/resource/Lake_May_(Florida)","198579.0","Winter Haven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake McCloud","http://dbpedia.org/resource/Lake_McCloud","2.10437e+06","Shasta County, CCalifornia","http://dbpedia.org/resource/Shasta_County,_California","California","http://dbpedia.org/resource/California"
"Lake McCoy","http://dbpedia.org/resource/Lake_McCoy","205702.0","Lake Placid, Florida","http://dbpedia.org/resource/Lake_Placid,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake McLeod (Florida)","http://dbpedia.org/resource/Lake_McLeod_(Florida)","1.65921e+06","Eagle Lake, Floridaa","http://dbpedia.org/resource/Eagle_Lake,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Mendocino","http://dbpedia.org/resource/Lake_Mendocino","7.77806e+06","Mendocino County, California","http://dbpedia.org/resource/Mendocino_County,_California","California","http://dbpedia.org/resource/California"
"Lake Merced","http://dbpedia.org/resource/Lake_Merced","2.63046e+06","San Franciisco","http://dbpedia.org/resource/San_Francisco","California","http://dbpedia.org/resource/California"
"Lake Merritt","http://dbpedia.org/resource/Lake_Merritt","566560.0","Oakland, Californiaaa","http://dbpedia.org/resource/Oakland,_California","California","http://dbpedia.org/resource/California"
"Lake Ming","http://dbpedia.org/resource/Lake_Ming","420873.0","Kern County, California","http://dbpedia.org/resource/Kern_County,_California","California","http://dbpedia.org/resource/California"
"Lake Mirror (Winter Haven)","http://dbpedia.org/resource/Lake_Mirror_(Winter_Haven)","497763.0","Winter Haven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Mission Viejo","http://dbpedia.org/resource/Lake_Mission_Viejo","505857.0","Mission Viiejo, California","http://dbpedia.org/resource/Mission_Viejo,_California","California","http://dbpedia.org/resource/California"
"Lake Nippenicket","http://dbpedia.org/resource/Lake_Nippenicket","1.43259e+06","Bridgewater, Massachusetts","http://dbpedia.org/resource/Bridgewater,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Lake Nippenicket","http://dbpedia.org/resource/Lake_Nippenicket","1.43259e+06","Bridgewater, Massachusettsss","http://dbpedia.org/resource/Bridgewater,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lake Norconian","http://dbpedia.org/resource/Lake_Norconian","242811.0","Riverside County, Californiaa","http://dbpedia.org/resource/Riverside_County,_California","California","http://dbpedia.org/resource/California"
"Lake Otis (Florida)","http://dbpedia.org/resource/Lake_Otis_(Florida)","582747.0","Winter Haven, FFlorida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Palmdale","http://dbpedia.org/resource/Lake_Palmdale","2.373e+06","Los Angeles Couunty, California","http://dbpedia.org/resource/Los_Angeles_County,_California","California","http://dbpedia.org/resource/California"
"Lake Pansy (Winter Haven, Florida)","http://dbpedia.org/resource/Lake_Pansy_(Winter_Haven,_Florida)","204043.0","Winter Haven, Floridaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Parker (Florida)","http://dbpedia.org/resource/Lake_Parker_(Florida)","8.82623e+06","Lakeland, Florrida","http://dbpedia.org/resource/Lakeland,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Parker (Lake Wales, Florida)","http://dbpedia.org/resource/Lake_Parker_(Lake_Wales,_Florida)","542279.0","Lake Wales, Florida","http://dbpedia.org/resource/Lake_Wales,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Pillsbury","http://dbpedia.org/resource/Lake_Pillsbury","8.09371e+06","Lake County, Californiaaa","http://dbpedia.org/resource/Lake_County,_California","California","http://dbpedia.org/resource/California"
"Lake Piru","http://dbpedia.org/resource/Lake_Piru","5.0181e+06","Ventura Counnty, Californiaa","http://dbpedia.org/resource/Ventura_County,_California","California","http://dbpedia.org/resource/California"
"Lake Placid (Highlands County, Florida)","http://dbpedia.org/resource/Lake_Placid_(Highlands_County,_Florida)","1.37837e+07","Lake Placid, Florida","http://dbpedia.org/resource/Lake_Placid,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Poinsett (Florida)","http://dbpedia.org/resource/Lake_Poinsett_(Florida)","1.75391e+07","Cocoaa, Florida","http://dbpedia.org/resource/Cocoa,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Quinsigamond","http://dbpedia.org/resource/Lake_Quinsigamond","3.12417e+06","Shrewsbury, Massachusetts","http://dbpedia.org/resource/Shrewsbury,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lake Quinsigamond","http://dbpedia.org/resource/Lake_Quinsigamond","3.12417e+06","Worcester, Massachusettsss","http://dbpedia.org/resource/Worcester,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lake Ralphine","http://dbpedia.org/resource/Lake_Ralphine","76890.3","Sonoma Coounty, California","http://dbpedia.org/resource/Sonoma_County,_California","California","http://dbpedia.org/resource/California"
"Lake Reed","http://dbpedia.org/resource/Lake_Reed","68432.3","Winter Haven, FFlorida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Rico","http://dbpedia.org/resource/Lake_Rico","671778.0","Tauntton, Massachusetts","http://dbpedia.org/resource/Taunton,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lake Ring","http://dbpedia.org/resource/Lake_Ring","13354.6","Winter Haven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Rochelle","http://dbpedia.org/resource/Lake_Rochelle","2.34718e+06","Lake Alfred, Flloridaa","http://dbpedia.org/resource/Lake_Alfred,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Rochelle","http://dbpedia.org/resource/Lake_Rochelle","2.34718e+06","Winter Haven, Floridaaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Sabrina","http://dbpedia.org/resource/Lake_Sabrina","744622.0","Inyo County, Californiaa","http://dbpedia.org/resource/Inyo_County,_California","California","http://dbpedia.org/resource/California"
"Lake San Antonio","http://dbpedia.org/resource/Lake_San_Antonio","2.3148e+07","Monterey County, Californiaa","http://dbpedia.org/resource/Monterey_County,_California","California","http://dbpedia.org/resource/California"
"Lake San Antonio","http://dbpedia.org/resource/Lake_San_Antonio","2.3148e+07","San Luis Obispo County, Californiaa","http://dbpedia.org/resource/San_Luis_Obispo_County,_California","California","http://dbpedia.org/resource/California"
"Lake Shipp","http://dbpedia.org/resource/Lake_Shipp","1.11693e+06","Winter Haven,  Floridaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Sirena","http://dbpedia.org/resource/Lake_Sirena","578093.0","Lake Placid, FFloridaa","http://dbpedia.org/resource/Lake_Placid,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Siskiyou","http://dbpedia.org/resource/Lake_Siskiyou","1.74015e+06","Siskkiyou County, California","http://dbpedia.org/resource/Siskiyou_County,_California","California","http://dbpedia.org/resource/California"
"Lake Smart","http://dbpedia.org/resource/Lake_Smart","1.12098e+06","Winter Haven, Floridaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Sonoma","http://dbpedia.org/resource/Lake_Sonoma","1.09265e+07","Sonoma County, Californiaaa","http://dbpedia.org/resource/Sonoma_County,_California","California","http://dbpedia.org/resource/California"
"Lake Thomas A Edison","http://dbpedia.org/resource/Lake_Thomas_A_Edison","7.6e+06","Fresno Coounty, Californiaa","http://dbpedia.org/resource/Fresno_County,_California","California","http://dbpedia.org/resource/California"
"Lake Tuendae","http://dbpedia.org/resource/Lake_Tuendae","5600.0","Zzyzx, Caliiforrnia","http://dbpedia.org/resource/Zzyzx,_California","California","http://dbpedia.org/resource/California"
"Lake Tuendae","http://dbpedia.org/resource/Lake_Tuendae","5600.0","San Bernardino County, California","http://dbpedia.org/resource/San_Bernardino_County,_California","California","http://dbpedia.org/resource/California"
"Lake Van Arsdale","http://dbpedia.org/resource/Lake_Van_Arsdale","659638.0","Mendocino County, California","http://dbpedia.org/resource/Mendocino_County,_California","California","http://dbpedia.org/resource/California"
"Lake Verona","http://dbpedia.org/resource/Lake_Verona","165921.0","Avon Park, Floridaa","http://dbpedia.org/resource/Avon_Park,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Webb (California)","http://dbpedia.org/resource/Lake_Webb_(California)","4.03876e+06","Kern County, Calliforrnia","http://dbpedia.org/resource/Kern_County,_California","California","http://dbpedia.org/resource/California"
"Lake Wimauma","http://dbpedia.org/resource/Lake_Wimauma","437060.0","Wimauma, Floridaa","http://dbpedia.org/resource/Wimauma,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Winder","http://dbpedia.org/resource/Lake_Winder","6.0541e+06","Viera, Floridaa","http://dbpedia.org/resource/Viera,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Wire","http://dbpedia.org/resource/Lake_Wire","89718.8","Lakeland, Flloriida","http://dbpedia.org/resource/Lakeland,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Lake Wyola","http://dbpedia.org/resource/Lake_Wyola","517998.0","Shutesbury, Massachusetts","http://dbpedia.org/resource/Shutesbury,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lake Yosemite","http://dbpedia.org/resource/Lake_Yosemite","2.02343e+06","Merced County, Californiaa","http://dbpedia.org/resource/Merced_County,_California","California","http://dbpedia.org/resource/California"
"Leonards Pond (Rochester, Massachusetts)","http://dbpedia.org/resource/Leonards_Pond_(Rochester,_Massachusetts)","218530.0","Rochester, Massachusetts","http://dbpedia.org/resource/Rochester,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Leonards Pond (Rochester, Massachusetts)","http://dbpedia.org/resource/Leonards_Pond_(Rochester,_Massachusetts)","218530.0","Rochester, Massachusetts","http://dbpedia.org/resource/Rochester,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lewiston Lake","http://dbpedia.org/resource/Lewiston_Lake","3.03514e+06","Trinity County, Califorrniaa","http://dbpedia.org/resource/Trinity_County,_California","California","http://dbpedia.org/resource/California"
"Lexington Reservoir","http://dbpedia.org/resource/Lexington_Reservoir","1.82109e+06","Santa Clara County, Californiaaa","http://dbpedia.org/resource/Santa_Clara_County,_California","California","http://dbpedia.org/resource/California"
"Little Grass Valley Reservoir","http://dbpedia.org/resource/Little_Grass_Valley_Reservoir","5.79915e+06","Plumas County, Californiaaa","http://dbpedia.org/resource/Plumas_County,_California","California","http://dbpedia.org/resource/California"
"Little Herring Pond","http://dbpedia.org/resource/Little_Herring_Pond","364217.0","Plymouth, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Little Herring Pond","http://dbpedia.org/resource/Little_Herring_Pond","364217.0","Pllymouth, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Little Lake Bonny","http://dbpedia.org/resource/Little_Lake_Bonny","97124.6","Lakeland, Floridda","http://dbpedia.org/resource/Lakeland,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Little Lake Hamilton","http://dbpedia.org/resource/Little_Lake_Hamilton","1.4852e+06","Haines City, Floridaa","http://dbpedia.org/resource/Haines_City,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Little Lake Jackson","http://dbpedia.org/resource/Little_Lake_Jackson","554419.0","Sebring, Floridaaa","http://dbpedia.org/resource/Sebring,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Little Long Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Little_Long_Pond_(Plymouth,_Massachusetts)","76890.3","Plymouth, MMassachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Little Long Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Little_Long_Pond_(Plymouth,_Massachusetts)","76890.3","Plyymouth, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Little Long Pond (Wareham, Massachusetts)","http://dbpedia.org/resource/Little_Long_Pond_(Wareham,_Massachusetts)","182109.0","Wareham, Massachusettss","http://dbpedia.org/resource/Wareham,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Little Long Pond (Wareham, Massachusetts)","http://dbpedia.org/resource/Little_Long_Pond_(Wareham,_Massachusetts)","182109.0","Plymmouth, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Little Long Pond (Wareham, Massachusetts)","http://dbpedia.org/resource/Little_Long_Pond_(Wareham,_Massachusetts)","182109.0","Wareeham, Massachusettss","http://dbpedia.org/resource/Wareham,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Little Long Pond (Wareham, Massachusetts)","http://dbpedia.org/resource/Little_Long_Pond_(Wareham,_Massachusetts)","182109.0","Plymouth, Massachusettsss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Little Pond (Massachusetts)","http://dbpedia.org/resource/Little_Pond_(Massachusetts)","174015.0","Plymouuth, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Little Pond (Massachusetts)","http://dbpedia.org/resource/Little_Pond_(Massachusetts)","174015.0","Plymouth, Massaachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Little Quittacas Pond","http://dbpedia.org/resource/Little_Quittacas_Pond","1.20192e+06","Lakeville, Massachussettss","http://dbpedia.org/resource/Lakeville,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Little Quittacas Pond","http://dbpedia.org/resource/Little_Quittacas_Pond","1.20192e+06","Rochester, Massachusettsss","http://dbpedia.org/resource/Rochester,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Little Quittacas Pond","http://dbpedia.org/resource/Little_Quittacas_Pond","1.20192e+06","Lakeville, Massachusetts","http://dbpedia.org/resource/Lakeville,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Little Quittacas Pond","http://dbpedia.org/resource/Little_Quittacas_Pond","1.20192e+06","Rochester, Massachusettss","http://dbpedia.org/resource/Rochester,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Little Rocky Pond (Massachusetts)","http://dbpedia.org/resource/Little_Rocky_Pond_(Massachusetts)","44515.4","Plymouth, Massachusettsss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Little Rocky Pond (Massachusetts)","http://dbpedia.org/resource/Little_Rocky_Pond_(Massachusetts)","44515.4","Plymouth, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Little Sandy Bottom Pond","http://dbpedia.org/resource/Little_Sandy_Bottom_Pond","218530.0","Pembroke, Massachusettss","http://dbpedia.org/resource/Pembroke,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Little Sandy Bottom Pond","http://dbpedia.org/resource/Little_Sandy_Bottom_Pond","218530.0","Pembroke, Massachusetts","http://dbpedia.org/resource/Pembroke,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Little Sandy Pond","http://dbpedia.org/resource/Little_Sandy_Pond","93077.7","Plymouth, Massachusettsss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Little Sandy Pond","http://dbpedia.org/resource/Little_Sandy_Pond","93077.7","Plymoouth, Masssachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Little South Pond","http://dbpedia.org/resource/Little_South_Pond","250905.0","Plymouth, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
