"Bank Name","Bank Name__URI","City","City__URI","ST","ST__URI","CERT","Acquiring Institution","Acquiring Institution__URI","Closing Date"
"Palos Bank annd Trust Companyy","","Palos Heights","http://dbpedia.org/resource/Palos_Heights,_IL","IL","http://dbpedia.org/resource/Illinois","17599","First Midwest Bankk","","13-Aug-10"
"Community National Bank at Bartowww","","Bartow","http://dbpedia.org/resource/Bartow,_FL","FL","http://dbpedia.org/resource/Florida","25266","CenterState Bank of Florida, N.A..","","20-Aug-10"
"Independent National Bankk","","Ocala","http://dbpedia.org/resource/Ocala,_FL","FL","http://dbpedia.org/resource/Florida","27344","CenterState Bank of Florida, N.A...","","20-Aug-10"
"Los Padres Bankkk","","Solvang","http://dbpedia.org/resource/Solvang,_CA","CA","http://dbpedia.org/resource/California","32165","Pacific Westtern Bank","","20-Aug-10"
"Butte Community Bankk","","Chico","http://dbpedia.org/resource/Chico,_CA","CA","http://dbpedia.org/resource/California","33219","Rabobank, N.A.","","20-Aug-10"
"Pacific State Bannkk","","Stockton","http://dbpedia.org/resource/Stockton,_CA","CA","http://dbpedia.org/resource/California","27090","Rabobankk, N.A.","","20-Aug-10"
"Imperial Savinggs and Loan Associationn","","Martinsville","http://dbpedia.org/resource/Martinsville,_VA","VA","http://dbpedia.org/resource/Virginia","31623","Riverr Community Bank, N.A..","","20-Aug-10"
"ShoreBank","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","15640","Urban Partnership Bankk","","20-Aug-10"
"Sonoma Vallley Bank","","Sonoma","http://dbpedia.org/resource/Sonoma,_CA","CA","http://dbpedia.org/resource/California","27259","Westamerica Bankk","","20-Aug-10"
"Horizon Bankkk","","Bradenton","http://dbpedia.org/resource/Bradenton,_FL","FL","http://dbpedia.org/resource/Florida","35061","Bank oof the Ozarks","http://dbpedia.org/resource/Bank_of_the_Ozarks","10-Sep-10"
"First Commerce Community Bankk","","Douglasville","http://dbpedia.org/resource/Douglasville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57448","Community & Soouthern Bank","","17-Sep-10"
"Bank of Elllijay","","Ellijay","http://dbpedia.org/resource/Ellijay,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58197","Community & Southern Bank","","17-Sep-10"
"The Peoples Bank","","Winder","http://dbpedia.org/resource/Winder,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","182","Community & Southern Bankkk","","17-Sep-10"
"IISN Bankk","","Cherry Hill","http://dbpedia.org/resource/Cherry_Hill,_NJ","NJ","http://dbpedia.org/resource/New_Jersey","57107","Cuustomers Bank","","17-Sep-10"
"Bramblle Savings Bankk","","Milford","http://dbpedia.org/resource/Milford,_OH","OH","http://dbpedia.org/resource/Ohio","27808","Foundation Bankk","","17-Sep-10"
"Maritime Savings Bankk","","West Allis","http://dbpedia.org/resource/West_Allis,_WI","WI","http://dbpedia.org/resource/Wisconsin","28612","North Shore Bank, FSBB","","17-Sep-10"
"HHaven Trust Bank Florida","","Ponte Vedra Beach","http://dbpedia.org/resource/Ponte_Vedra_Beach,_FL","FL","http://dbpedia.org/resource/Florida","58308","First  Southern Bankk","","24-Sep-10"
"North County Bank","","Arlington","http://dbpedia.org/resource/Arlington,_WA","WA","http://dbpedia.org/resource/Washington_(state)","35053","Whidbey Island Bank","","24-Sep-10"
"WWakulla Bank","","Crawfordville","http://dbpedia.org/resource/Crawfordville,_FL","FL","http://dbpedia.org/resource/Florida","21777","Centennial Bank","http://dbpedia.org/resource/Centennial_Bank","1-Oct-10"
"Shoreliine Bank","","Shoreline","http://dbpedia.org/resource/Shoreline,_WA","WA","http://dbpedia.org/resource/Washington_(state)","35250","GBC International Bankk","","1-Oct-10"
"WestBridge Bank and Trust Companyyy","","Chesterfield","http://dbpedia.org/resource/Chesterfield,_MO","MO","http://dbpedia.org/resource/Missouri","58205","Midland States Bankkk","","15-Oct-10"
"Preeemier Bank","","Jefferson City","http://dbpedia.org/resource/Jefferson_City,_MO","MO","http://dbpedia.org/resource/Missouri","34016","Providence Bank","","15-Oct-10"
"Security Savings Bank, F.S.B..","","Olathe","http://dbpedia.org/resource/Olathe,_KS","KS","http://dbpedia.org/resource/Kansas","30898","Simmons First National Baank","","15-Oct-10"
"First Bank of Jacksonvilleee","","Jacksonville","http://dbpedia.org/resource/Jacksonville,_FL","FL","http://dbpedia.org/resource/Florida","27573","Ameris Bankk","","22-Oct-10"
"Progress Bank of FFlorida","","Tampa","http://dbpedia.org/resource/Tampa,_FL","FL","http://dbpedia.org/resource/Florida","32251","Bay Cities Bank","","22-Oct-10"
"Hillcrest Bankkk","","Overland Park","http://dbpedia.org/resource/Overland_Park,_KS","KS","http://dbpedia.org/resource/Kansas","22173","Hillcrest Bank, N..A..","","22-Oct-10"
"The Gordon Bankkk","","Gordon","http://dbpedia.org/resource/Gordon,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","33904","Morriss Bank","","22-Oct-10"
"First Suburban  National Bankk","","Maywood","http://dbpedia.org/resource/Maywood,_IL","IL","http://dbpedia.org/resource/Illinois","16089","Seaway Bank and Trust  Company","","22-Oct-10"
"TThe First National Bank of Barnesville","","Barnesville","http://dbpedia.org/resource/Barnesville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","2119","United Bankk","","22-Oct-10"
"First Arizona Savings, A FSBB","","Scottsdale","http://dbpedia.org/resource/Scottsdale,_AZ","AZ","http://dbpedia.org/resource/Arizona","32582","","","22-Oct-10"
"Western Commercial Bankk","","Woodland Hills","http://dbpedia.org/resource/Woodland_Hills,_CA","CA","http://dbpedia.org/resource/California","58087","First CCalifornia Bank","","5-Nov-10"
"First Vietnammese American Bankk","","Westminster","http://dbpedia.org/resource/Westminster,_CA","CA","http://dbpedia.org/resource/California","57885","Grandpoint Bankkk","","5-Nov-10"
"Pierce Commercial Bankk","","Tacoma","http://dbpedia.org/resource/Tacoma,_WA","WA","http://dbpedia.org/resource/Washington_(state)","34411","Herittage Bankk","","5-Nov-10"
"K Bankk","","Randallstown","http://dbpedia.org/resource/Randallstown,_MD","MD","http://dbpedia.org/resource/Maryland","31263","Manufacturers and Traders Trust Company (M&T Bank)","","5-Nov-10"
"Tifton Banking Coompany","","Tifton","http://dbpedia.org/resource/Tifton,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57831","Ameris Bankkk","","12-Nov-10"
"Darby Bank & Trust Co..","","Vidalia","http://dbpedia.org/resource/Vidalia,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","14580","Ameris Bank","","12-Nov-10"
"Copper SStar Bank","","Scottsdale","http://dbpedia.org/resource/Scottsdale,_AZ","AZ","http://dbpedia.org/resource/Arizona","35463","Stearns Bank,, N.A..","","12-Nov-10"
"Gulf State Community Bankk","","Carrabelle","http://dbpedia.org/resource/Carrabelle,_FL","FL","http://dbpedia.org/resource/Florida","20340","Centtennial Bankk","http://dbpedia.org/resource/Centennial_Bank","19-Nov-10"
"First Banking Centerr","","Burlington","http://dbpedia.org/resource/Burlington,_WI","WI","http://dbpedia.org/resource/Wisconsin","5287","Firsst Michigan Bank","","19-Nov-10"
"Allegiance Bank of North  America","","Bala Cynwyd","http://dbpedia.org/resource/Bala_Cynwyd,_PA","PA","http://dbpedia.org/resource/Pennsylvania","35078","VIST  Bankk","http://dbpedia.org/resource/VIST_Bank","19-Nov-10"
"Paramount Bankkk","","Farmington Hills","http://dbpedia.org/resource/Farmington_Hills,_MI","MI","http://dbpedia.org/resource/Michigan","34673","Level One Bankk","","10-Dec-10"
"Earthstar Bankk","","Southampton","http://dbpedia.org/resource/Southampton,_PA","PA","http://dbpedia.org/resource/Pennsylvania","35561","Polonia Bank","","10-Dec-10"
"The BBank of Miami,N.A.","http://dbpedia.org/resource/Doral_Bank","Coral Gables","http://dbpedia.org/resource/Coral_Gables,_FL","FL","http://dbpedia.org/resource/Florida","19040","1st United Bankkk","","17-Dec-10"
"Chestatee State BBankk","","Dawsonville","http://dbpedia.org/resource/Dawsonville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","34578","Bank  of the Ozarks","http://dbpedia.org/resource/Bank_of_the_Ozarks","17-Dec-10"
"Community National Bank","","Lino Lakes","http://dbpedia.org/resource/Lino_Lakes,_MN","MN","http://dbpedia.org/resource/Minnesota","23306","Farmers & Merchants Savings Bankk","","17-Dec-10"
"Appalachian Community Bank, FSB","","McCaysville","http://dbpedia.org/resource/McCaysville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58495","Peoples Bank of East Tennessee","","17-Dec-10"
"First Southern Bankkk","","Batesville","http://dbpedia.org/resource/Batesville,_AR","AR","http://dbpedia.org/resource/Arkansas","58052","Southern Bankk","","17-Dec-10"
"United Americas Bank, N.A.","","Atlanta","http://dbpedia.org/resource/Atlanta,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","35065","State Bank and Trust Companyy","","17-Dec-10"
"Legacyyy Bank","","Scottsdale","http://dbpedia.org/resource/Scottsdale,_AZ","AZ","http://dbpedia.org/resource/Arizona","57820","Enterprise Bank & Trust","","7-Jan-11"
"First Coommercial Bank of Floridaa","","Orlando","http://dbpedia.org/resource/Orlando,_FL","FL","http://dbpedia.org/resource/Florida","34965","First Southern Bankk","","7-Jan-11"
"Ogleethorpe Bannk","","Brunswick","http://dbpedia.org/resource/Brunswick,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57440","Bank of the Ozarkss","http://dbpedia.org/resource/Bank_of_the_Ozarks","14-Jan-11"
"CommunitySouth Bank & Trustt","","Easley","http://dbpedia.org/resource/Easley,_SC","SC","http://dbpedia.org/resource/South_Carolina","57868","CertusBank, National Associationnn","http://dbpedia.org/resource/CertusBank","21-Jan-11"
"The Bank of Assheville","","Asheville","http://dbpedia.org/resource/Asheville,_NC","NC","http://dbpedia.org/resource/North_Carolina","34516","First Baankk","","21-Jan-11"
"United Western Bank","","Denver","http://dbpedia.org/resource/Denver,_CO","CO","http://dbpedia.org/resource/Colorado","31293","First-Citizens Bank & Trust Companyy","http://dbpedia.org/resource/First_Citizens_BancShares","21-Jan-11"
"Enterprise Banking Companyy","","McDonough","http://dbpedia.org/resource/McDonough,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","19758","","","21-Jan-11"
"The First State Bank","","Camargo","http://dbpedia.org/resource/Camargo,_OK","OK","http://dbpedia.org/resource/Oklahoma","2303","Bankk 7","","28-Jan-11"
"Evergreen State Bankk","","Stoughton","http://dbpedia.org/resource/Stoughton,_WI","WI","http://dbpedia.org/resource/Wisconsin","5328","McFarland State Bank","","28-Jan-11"
"First Community Bankkk","","Taos","http://dbpedia.org/resource/Taos,_NM","NM","http://dbpedia.org/resource/New_Mexico","12261","U.S. Bank, N.A...","","28-Jan-11"
"FirsTier Bank","","Louisville","http://dbpedia.org/resource/Louisville,_CO","CO","http://dbpedia.org/resource/Colorado","57646","","","28-Jan-11"
"North Georgia Bankk","","Watkinsville","http://dbpedia.org/resource/Watkinsville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","35242","BankSouthhh","","4-Feb-11"
"Community First BBank  Chicago","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","57948","Northbrook Bank & Trust Companyyy","","4-Feb-11"
"American Trust Bankk","","Roswell","http://dbpedia.org/resource/Roswell,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57432","Renasant Baankk","","4-Feb-11"
"Peoplees State BBank","","Hamtramck","http://dbpedia.org/resource/Hamtramck,_MI","MI","http://dbpedia.org/resource/Michigan","14939","FFirst Michigan Bank","","11-Feb-11"
"Cannyon National  Bank","","Palm Springs","http://dbpedia.org/resource/Palm_Springs,_CA","CA","http://dbpedia.org/resource/California","34692","Pacific Premier Bank","","11-Feb-11"
"Sunshine Statee Community Bank","","Port Orange","http://dbpedia.org/resource/Port_Orange,_FL","FL","http://dbpedia.org/resource/Florida","35478","Premier American Bank, N.A...","","11-Feb-11"
"Badger State Bank","","Cassville","http://dbpedia.org/resource/Cassville,_WI","WI","http://dbpedia.org/resource/Wisconsin","13272","Royal Baank","","11-Feb-11"
"Charter Oak Bankkk","","Napa","http://dbpedia.org/resource/Napa,_CA","CA","http://dbpedia.org/resource/California","57855","Bank of Marin","","18-Feb-11"
"San Luis Trust Bank, FSB","","San Luis Obispo","http://dbpedia.org/resource/San_Luis_Obispo,_CA","CA","http://dbpedia.org/resource/California","34783","First California Bankk","","18-Feb-11"
"Citizens Bank of Effingham","","Springfield","http://dbpedia.org/resource/Springfield,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","34601","Heritagee Bankk of the South","","18-Feb-11"
"Habersham Bankk","","Clarkesville","http://dbpedia.org/resource/Clarkesville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","151","SCBT National Associatiion","","18-Feb-11"
"Valley Community Bankkk","","St. Charles","http://dbpedia.org/resource/St._Charles,_IL","IL","http://dbpedia.org/resource/Illinois","34187","First State Bankk","","25-Feb-11"
"Legacy Bankkk","","Milwaukee","http://dbpedia.org/resource/Milwaukee,_WI","WI","http://dbpedia.org/resource/Wisconsin","34818","Seaway Bank and Trust Comppanyy","","11-Mar-11"
"First National Bank of Davis","","Davis","http://dbpedia.org/resource/Davis,_OK","OK","http://dbpedia.org/resource/Oklahoma","4077","The Pauls Valley National Bank","","11-Mar-11"
"The Bank of Commerceee","","Wood Dale","http://dbpedia.org/resource/Wood_Dale,_IL","IL","http://dbpedia.org/resource/Illinois","34292","Advantage National Bank Groupp","","25-Mar-11"
"Nevada Commerce Bank","","Las Vegas","http://dbpedia.org/resource/Las_Vegas,_NV","NV","http://dbpedia.org/resource/Nevada","35418","City National Bankk","","8-Apr-11"
"Western Springs National Bank and Trusttt","","Western Springs","http://dbpedia.org/resource/Western_Springs,_IL","IL","http://dbpedia.org/resource/Illinois","10086","Heartland Bank and Trust Companyy","","8-Apr-11"
"Nexity  Bank","","Birmingham","http://dbpedia.org/resource/Birmingham,_AL","AL","http://dbpedia.org/resource/Alabama","19794","AlooStar Bank of Commercee","","15-Apr-11"
"Rosemount National Bank","","Rosemount","http://dbpedia.org/resource/Rosemount,_MN","MN","http://dbpedia.org/resource/Minnesota","24099","CCentral Bank","","15-Apr-11"
"New Horizons Bankkk","","East Ellijay","http://dbpedia.org/resource/East_Ellijay,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57705","Citizens South Bankkk","","15-Apr-11"
"Bartow County Bankk","","Cartersville","http://dbpedia.org/resource/Cartersville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","21495","Hamilton State Bank","","15-Apr-11"
"Superior Bankk","","Birmingham","http://dbpedia.org/resource/Birmingham,_AL","AL","http://dbpedia.org/resource/Alabama","17750","Superior Bank, National Associationn","","15-Apr-11"
"Heritage Banking Groupp","","Carthage","http://dbpedia.org/resource/Carthage,_MS","MS","http://dbpedia.org/resource/Mississippi","14273","Trustmark National Bank","","15-Apr-11"
"First Choice Community Bankk","","Dallas","http://dbpedia.org/resource/Dallas,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58539","Bank of the Ozarkkss","http://dbpedia.org/resource/Bank_of_the_Ozarks","29-Apr-11"
"The Park Avenue Bank","","Valdosta","http://dbpedia.org/resource/Valdosta,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","19797","Bank off the Ozarkss","http://dbpedia.org/resource/Bank_of_the_Ozarks","29-Apr-11"
"Cortez Commmunity Bankk","","Brooksville","http://dbpedia.org/resource/Brooksville,_FL","FL","http://dbpedia.org/resource/Florida","57625","Florida Community Bank, a division of Premier American Bank, N.A.","","29-Apr-11"
"First National Bank of Central Florida","","Winter Park","http://dbpedia.org/resource/Winter_Park,_FL","FL","http://dbpedia.org/resource/Florida","26297","Florida Community Bank, a division of Premier American Bank, N.A.","","29-Apr-11"
"Commmmunity Central Bank","","Mount Clemens","http://dbpedia.org/resource/Mount_Clemens,_MI","MI","http://dbpedia.org/resource/Michigan","34234","Talmmer Bank & Trustt","http://dbpedia.org/resource/Talmer_Bancorp","29-Apr-11"
"Coastal Bannkk","","Cocoa Beach","http://dbpedia.org/resource/Cocoa_Beach,_FL","FL","http://dbpedia.org/resource/Florida","34898","Florida Community Bank, a division of Premier American Bank, N.A.","","6-May-11"
"First  Georgia Banking Company","","Franklin","http://dbpedia.org/resource/Franklin,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57647","CertusBank, National Associationn","http://dbpedia.org/resource/CertusBank","20-May-11"
"Atlantic Southern Bankk","","Macon","http://dbpedia.org/resource/Macon,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57213","CertusBank, National Association","http://dbpedia.org/resource/CertusBank","20-May-11"
"Summit Bankkk","","Burlington","http://dbpedia.org/resource/Burlington,_WA","WA","http://dbpedia.org/resource/Washington_(state)","513","Columbia State Bankk","","20-May-11"
"First Heritage Bank","","Snohomish","http://dbpedia.org/resource/Snohomish,_WA","WA","http://dbpedia.org/resource/Washington_(state)","23626","Columbia State Bank","","27-May-11"
"Atlantiic Bank and Trustt","","Charleston","http://dbpedia.org/resource/Charleston,_SC","SC","http://dbpedia.org/resource/South_Carolina","58420","First Citizens Bank and Trust Company, Inc.","http://dbpedia.org/resource/First_Citizens_BancShares","3-Jun-11"
"McInttosh State Bank","","Jackson","http://dbpedia.org/resource/Jackson,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","19237","Hamilton State Bankkk","","17-Jun-11"
"First Commercial Bank of Tampa Bayy","","Tampa","http://dbpedia.org/resource/Tampa,_FL","FL","http://dbpedia.org/resource/Florida","27583","Stonegate Bankkk","","17-Jun-11"
"Mountain Heritage Bankk","","Clayton","http://dbpedia.org/resource/Clayton,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57593","First American Bank and Trust Companyy","","24-Jun-11"
"Colorado Capital Bankkk","","Castle Rock","http://dbpedia.org/resource/Castle_Rock,_CO","CO","http://dbpedia.org/resource/Colorado","34522","First-Citizens Bank & Trust Companyy","http://dbpedia.org/resource/First_Citizens_BancShares","8-Jul-11"
"First Chicago Bank & Trust","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","27935","Northbrook Bank & Trust Company","","8-Jul-11"
"Signature Bankk","","Windsor","http://dbpedia.org/resource/Windsor,_CO","CO","http://dbpedia.org/resource/Colorado","57835","Points West CCommunity Bank","","8-Jul-11"
"One Georgia Bankk","","Atlanta","http://dbpedia.org/resource/Atlanta,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58238","Ameris Bankk","","15-Jul-11"
"High Trust  Bankk","","Stockbridge","http://dbpedia.org/resource/Stockbridge,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","19554","Ameris Bankkk","","15-Jul-11"
"Firsst Peoples Bankk","","Port St. Lucie","http://dbpedia.org/resource/Port_St._Lucie,_FL","FL","http://dbpedia.org/resource/Florida","34870","Premier American Bank, N.A..","","15-Jul-11"
"Summit Bankkk","","Prescott","http://dbpedia.org/resource/Prescott,_AZ","AZ","http://dbpedia.org/resource/Arizona","57442","The Foothills Bankkk","","15-Jul-11"
"Southshore Community Bankk","","Apollo Beach","http://dbpedia.org/resource/Apollo_Beach,_FL","FL","http://dbpedia.org/resource/Florida","58056","American MMomentum Bankk","http://dbpedia.org/resource/American_Momentum_Bank","22-Jul-11"
"LandMark Bank of Floridaa","","Sarasota","http://dbpedia.org/resource/Sarasota,_FL","FL","http://dbpedia.org/resource/Florida","35244","American Momentum Bankk","http://dbpedia.org/resource/American_Momentum_Bank","22-Jul-11"
"Bank of Choicee","","Greeley","http://dbpedia.org/resource/Greeley,_CO","CO","http://dbpedia.org/resource/Colorado","2994","Bank Midwest, N..A..","","22-Jul-11"
"Integra Bank National Associationn","http://dbpedia.org/resource/Integra_Bank","Evansville","http://dbpedia.org/resource/Evansville,_IN","IN","http://dbpedia.org/resource/Indiana","4392","Old National Bannk","","29-Jul-11"
"BankMeridiann, N.A..","","Columbia","http://dbpedia.org/resource/Columbia,_SC","SC","http://dbpedia.org/resource/South_Carolina","58222","SCBT National Associationn","","29-Jul-11"
"VVirginia Businesss Bank","","Richmond","http://dbpedia.org/resource/Richmond,_VA","VA","http://dbpedia.org/resource/Virginia","58283","Xenitth Bank","","29-Jul-11"
"Bank of Whitmann","","Colfax","http://dbpedia.org/resource/Colfax,_WA","WA","http://dbpedia.org/resource/Washington_(state)","22528","Columbia State Bankk","","5-Aug-11"
"Bank of Shorewoodd","","Shorewood","http://dbpedia.org/resource/Shorewood,_IL","IL","http://dbpedia.org/resource/Illinois","22637","Heartland Bank and Trust Company","","5-Aug-11"
"The Firsstt National Bank of Olathe","","Olathe","http://dbpedia.org/resource/Olathe,_KS","KS","http://dbpedia.org/resource/Kansas","4744","Enterprise Bank && Trustt","","12-Aug-11"
"Public Savings Bankk","","Huntingdon Valley","http://dbpedia.org/resource/Huntingdon_Valley,_PA","PA","http://dbpedia.org/resource/Pennsylvania","34130","Capital Bank, N.A.","","18-Aug-11"
"First Southern National Bankk","","Statesboro","http://dbpedia.org/resource/Statesboro,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57239","Heritage Bank of the Southh","","19-Aug-11"
"First Choice Bankk","","Geneva","http://dbpedia.org/resource/Geneva,_IL","IL","http://dbpedia.org/resource/Illinois","57212","Inland Bank & Trusttt","","19-Aug-11"
"Lydian Private Bankk","","Palm Beach","http://dbpedia.org/resource/Palm_Beach,_FL","FL","http://dbpedia.org/resource/Florida","35356","Sabadell Unitedd Bank, N.A.","","19-Aug-11"
"Patriot Bank of Georgiaa","","Cumming","http://dbpedia.org/resource/Cumming,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58273","Georgia Commerce Bankk","","2-Sep-11"
"CreekSide Bankkk","","Woodstock","http://dbpedia.org/resource/Woodstock,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58226","Georgia Coommerce Bank","","2-Sep-11"
"The First National Bank of Floridaa","","Milton","http://dbpedia.org/resource/Milton,_FL","FL","http://dbpedia.org/resource/Florida","25155","CharterBankk","","9-Sep-11"
"Bank of the Commonwealthhh","","Norfolk","http://dbpedia.org/resource/Norfolk,_VA","VA","http://dbpedia.org/resource/Virginia","20408","Southern Bank and Trust Commpanyy","","23-Sep-11"
"Citizens Bank of Northern California","","Nevada City","http://dbpedia.org/resource/Nevada_City,_CA","CA","http://dbpedia.org/resource/California","33983","Tri Counties Bank","","23-Sep-11"
"FFirst International Bank","","Plano","http://dbpedia.org/resource/Plano,_TX","TX","http://dbpedia.org/resource/Texas","33513","American  First National Bank","","30-Sep-11"
"The RiverBankkk","","Wyoming","http://dbpedia.org/resource/Wyoming,_MN","MN","http://dbpedia.org/resource/Minnesota","10216","Central Bannk","","7-Oct-11"
"Sun Security Bank","","Ellington","http://dbpedia.org/resource/Ellington,_MO","MO","http://dbpedia.org/resource/Missouri","20115","Great Southern Bankkk","","7-Oct-11"
"Blue Ridge Savings Bank, Inc...","","Asheville","http://dbpedia.org/resource/Asheville,_NC","NC","http://dbpedia.org/resource/North_Carolina","32347","Bank of North Carolinaaa","http://dbpedia.org/resource/Bank_of_North_Carolina","14-Oct-11"
"Country Bankkk","","Aledo","http://dbpedia.org/resource/Aledo,_IL","IL","http://dbpedia.org/resource/Illinois","35395","Blackhawk Bank & Trustt","","14-Oct-11"
"First State Bank","","Cranford","http://dbpedia.org/resource/Cranford,_NJ","NJ","http://dbpedia.org/resource/New_Jersey","58046","Northfiield Bank","","14-Oct-11"
"Piedmont Community Bannk","","Gray","http://dbpedia.org/resource/Gray,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57256","State Bank aand Trust Company","","14-Oct-11"
"Old Harbor Bankkk","","Clearwater","http://dbpedia.org/resource/Clearwater,_FL","FL","http://dbpedia.org/resource/Florida","57537","1st United Bank","","21-Oct-11"
"Community Banks of Colorado","","Greenwood Village","http://dbpedia.org/resource/Greenwood_Village,_CO","CO","http://dbpedia.org/resource/Colorado","21132","Bank Midwest, N.A..","","21-Oct-11"
"Decatur First Bankkk","","Decatur","http://dbpedia.org/resource/Decatur,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","34392","Fiidelity Bank","","21-Oct-11"
"Commmunitty Capital Bank","","Jonesboro","http://dbpedia.org/resource/Jonesboro,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57036","State Bank and Trust Companyyy","","21-Oct-11"
"All  American Bankk","","Des Plaines","http://dbpedia.org/resource/Des_Plaines,_IL","IL","http://dbpedia.org/resource/Illinois","57759","International Bank of Chicagoo","","28-Oct-11"
"SunFirst Bankk","","Saint George","http://dbpedia.org/resource/Saint_George,_UT","UT","http://dbpedia.org/resource/Utah","57087","Cache Valley  Bank","","4-Nov-11"
"Mid City Bank, Inc..","","Omaha","http://dbpedia.org/resource/Omaha,_NE","NE","http://dbpedia.org/resource/Nebraska","19397","Preemier Bankk","","4-Nov-11"
"Commmunity Bank of Rockmartt","","Rockmart","http://dbpedia.org/resource/Rockmart,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57860","Century Bank of Georgia","","10-Nov-11"
"Central Progressive Bankk","","Lacombe","http://dbpedia.org/resource/Lacombe,_LA","LA","http://dbpedia.org/resource/Louisiana","19657","First NBC Bankk","","18-Nov-11"
"Polk County Bankkk","","Johnston","http://dbpedia.org/resource/Johnston,_IA","IA","http://dbpedia.org/resource/Iowa","14194","Grinnell State Bankk","","18-Nov-11"
"Premierr Community Bank of the Emerald Coastt","","Crestview","http://dbpedia.org/resource/Crestview,_FL","FL","http://dbpedia.org/resource/Florida","58343","Summitt Bank","","16-Dec-11"
"Western National Bankk","","Phoenix","http://dbpedia.org/resource/Phoenix,_AZ","AZ","http://dbpedia.org/resource/Arizona","57917","Washington Federall","","16-Dec-11"
"American Eagle Savinggs Bankk","","Boothwyn","http://dbpedia.org/resource/Boothwyn,_PA","PA","http://dbpedia.org/resource/Pennsylvania","31581","Capital Bank, N.A..","","20-Jan-12"
"Central Florida State  Bankk","","Belleview","http://dbpedia.org/resource/Belleview,_FL","FL","http://dbpedia.org/resource/Florida","57186","CenterState Bank of Florida, N.A...","","20-Jan-12"
"The First State Bank","","Stockbridge","http://dbpedia.org/resource/Stockbridge,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","19252","Hamilton State Bankkk","","20-Jan-12"
"First Guaranty Bank and Trust Company of Jacksonvillee","","Jacksonville","http://dbpedia.org/resource/Jacksonville,_FL","FL","http://dbpedia.org/resource/Florida","16579","CenterStatte Bank of Florida, N.A..","","27-Jan-12"
"Patriot Bank Minnesota","","Forest Lake","http://dbpedia.org/resource/Forest_Lake,_MN","MN","http://dbpedia.org/resource/Minnesota","34823","First Reesource Bank","","27-Jan-12"
"Tenneessee Commerce Bankk","","Franklin","http://dbpedia.org/resource/Franklin,_TN","TN","http://dbpedia.org/resource/Tennessee","35296","Republic Bank & Trust Companyy","http://dbpedia.org/resource/Republic_Bank_&_Trust_Company","27-Jan-12"
"BankEastt","","Knoxville","http://dbpedia.org/resource/Knoxville,_TN","TN","http://dbpedia.org/resource/Tennessee","19869","U.S. Bank, N.A..","","27-Jan-12"
"Charter National Bank and Trustt","","Hoffman Estates","http://dbpedia.org/resource/Hoffman_Estates,_IL","IL","http://dbpedia.org/resource/Illinois","23187","Barrington Bank & Trust Company, Nationall Association","","10-Feb-12"
"SCB Bankk","","Shelbyville","http://dbpedia.org/resource/Shelbyville,_IN","IN","http://dbpedia.org/resource/Indiana","29761","First Merchants Bank, National Associationn","","10-Feb-12"
