"Nation","Nation__URI","National anthem (original)","National anthem (original)__URI","National anthem (English)","National anthem (English)__URI","Date adopted","Lyricist","Lyricist__URI","Composer","Composer__URI"
"Panama","http://dbpedia.org/resource/Panama","Himno Istmeño","http://dbpedia.org/resource/Himno_Istmeño","Hymmn oof the Isthmus","http://dbpedia.org/resource/Himno_Istmeño","1925","Jeronimo de la Ossa","http://dbpedia.org/resource/Jeronimo_de_la_Ossa","Santos JJorge","http://dbpedia.org/resource/Santos_Jorge"
"Papua New Guinea","http://dbpedia.org/resource/Papua_New_Guinea","O Arise, All You Sons","http://dbpedia.org/resource/O_Arise,_All_You_Sons","","","1975","Tom Shacklady","","Tom Shackladyy",""
"Paraguay","http://dbpedia.org/resource/Paraguay","Himno Nacional Paraguayo","","Paraguayan Nationall Anthemm","","1933","Francisco Acuña de Figueroa","http://dbpedia.org/resource/Francisco_Acuña_de_Figueroa","Francisco José Deballi","http://dbpedia.org/resource/Francisco_José_Debali"
"Peru","http://dbpedia.org/resource/Peru","Himno Nacional del Perú","http://dbpedia.org/resource/National_Anthem_of_Peru","Naational Anthem of Peruu","http://dbpedia.org/resource/National_Anthem_of_Peru","1821","José de la Torre Ugarte y Alarcón","http://dbpedia.org/resource/José_de_la_Torre_Ugarte_y_Alarcón","Jose Bernardo Alcedoo","http://dbpedia.org/resource/Jose_Bernardo_Alcedo"
"Philippines","http://dbpedia.org/resource/Philippines","Lupang Hinirang","http://dbpedia.org/resource/Lupang_Hinirang","Chosenn Land","http://dbpedia.org/resource/Lupang_Hinirang","1898","José Palma","http://dbpedia.org/resource/José_Palma","Julián Felipe","http://dbpedia.org/resource/Julián_Felipe"
"Poland","http://dbpedia.org/resource/Poland","Mazurek Dąbrowskiego","http://dbpedia.org/resource/Poland_Is_Not_Yet_Lost","Poland Is Not Yet Lostt","http://dbpedia.org/resource/Poland_Is_Not_Yet_Lost","1926","Józef Wybicki","http://dbpedia.org/resource/Józef_Wybicki","",""
"Portugal","http://dbpedia.org/resource/Portugal","A Portuguesa","http://dbpedia.org/resource/A_Portuguesa","The Portugueseee","http://dbpedia.org/resource/A_Portuguesa","1911","Henrique Lopes de Mendonça","http://dbpedia.org/resource/Henrique_Lopes_de_Mendonça","Alfredo Keiil","http://dbpedia.org/resource/Alfredo_Keil"
"Qatar","http://dbpedia.org/resource/Qatar","As Salam al Amiri","http://dbpedia.org/resource/As_Salam_al_Amiri","Peace to the Amirr","http://dbpedia.org/resource/As_Salam_al_Amiri","1996","Sheikh Mubarak bin Saïf al-Thani","","Abdul Aziz Nasser Obaidan",""
"Romania","http://dbpedia.org/resource/Romania","Deșteaptă-te, române!","http://dbpedia.org/resource/Deșteaptă-te,_române!","Awaken Thee, Romaniann","http://dbpedia.org/resource/Deșteaptă-te,_române!","1990","Andrei Mureşanu","http://dbpedia.org/resource/Andrei_Mureşanu","Antonn Pann","http://dbpedia.org/resource/Anton_Pann"
"Romania","http://dbpedia.org/resource/Romania","Deșteaptă-te, române!","http://dbpedia.org/resource/Deșteaptă-te,_române!","Awaken Thee, Romanian","http://dbpedia.org/resource/Deșteaptă-te,_române!","1990","Andrei Mureşanu","http://dbpedia.org/resource/Andrei_Mureşanu","Gheorghe Ucenescuu",""
"Russia","http://dbpedia.org/resource/Russia","Gosudarstvenny Gimn Rossiyskoy Federatsii","http://dbpedia.org/resource/National_anthem_of_Russia","State Hymn of the Russian Federationnn","http://dbpedia.org/resource/National_anthem_of_Russia","2000","Sergey Mikhalkov","http://dbpedia.org/resource/Sergey_Mikhalkov","Alexander Vasilyevich Alexandrov","http://dbpedia.org/resource/Alexander_Vasilyevich_Alexandrov"
"Rwanda","http://dbpedia.org/resource/Rwanda","Rwanda Nziza","http://dbpedia.org/resource/Rwanda_Nziza","Beautiful Rwandaa","http://dbpedia.org/resource/Rwanda_Nziza","2002","Faustin Murigo","","Jean-Bosco Hashakimanaa",""
"Saint Kitts and Nevis","http://dbpedia.org/resource/Saint_Kitts_and_Nevis","O Land of Beauty!","http://dbpedia.org/resource/O_Land_of_Beauty!","","","1983","Kenrick Georges","","Kenrick Georges",""
"Saint Lucia","http://dbpedia.org/resource/Saint_Lucia","Sons and Daughters of Saint Lucia","http://dbpedia.org/resource/Sons_and_Daughters_of_Saint_Lucia","","","1979","Charles Jesse","","Leton Felix Thomas",""
"Saint Vincent and the Grenadines","http://dbpedia.org/resource/Saint_Vincent_and_the_Grenadines","Saint Vincent, Land so beautiful","http://dbpedia.org/resource/Saint_Vincent,_Land_so_beautiful","","","1979","Phyllis Punnett","http://dbpedia.org/resource/Phyllis_Joyce_McClean_Punnett","Joel Bertram Miguell",""
"Samoa","http://dbpedia.org/resource/Samoa","The Banner of Freedom","http://dbpedia.org/resource/The_Banner_of_Freedom","","","1962","Sauni Iiga Kuresa","","SSauni Iiga Kuresa",""
"San Marino","http://dbpedia.org/resource/San_Marino","Inno Nazionale della Repubblica","http://dbpedia.org/resource/Inno_Nazionale_della_Repubblica","The National Anthem of tthe Republicc","http://dbpedia.org/resource/Inno_Nazionale_della_Repubblica","1894","","","Federico Consoloo","http://dbpedia.org/resource/Federico_Consolo"
"São Tomé and Príncipe","http://dbpedia.org/resource/São_Tomé_and_Príncipe","Independência total","http://dbpedia.org/resource/Independência_total","Total Inndependencee","http://dbpedia.org/resource/Independência_total","1975","Alda Neves da Graça do Espírito Santo","http://dbpedia.org/resource/Alda_Neves_da_Graça_do_Espírito_Santo","Manuel dos Santos Barreto de Sousa e Almeidaa",""
"Saudi Arabia","http://dbpedia.org/resource/Saudi_Arabia","As-Salam Al Malaki","http://dbpedia.org/resource/National_Anthem_of_Saudi_Arabia","Thhe Royal Salutee","http://dbpedia.org/resource/National_Anthem_of_Saudi_Arabia","1950","Ibrahim Khafaji","","Abdul Rahman Al-Khateebb",""
"Senegal","http://dbpedia.org/resource/Senegal","Pincez Tous vos Koras, Frappez les Balafons","http://dbpedia.org/resource/Pincez_Tous_vos_Koras,_Frappez_les_Balafons","Strum your Koras, Strike  the Balafons","http://dbpedia.org/resource/Pincez_Tous_vos_Koras,_Frappez_les_Balafons","1960","Léopold Sédar Senghor","http://dbpedia.org/resource/Léopold_Sédar_Senghor","Heerbert Pepper",""
"Serbia","http://dbpedia.org/resource/Serbia","Bože pravde","http://dbpedia.org/resource/Bože_pravde","God of Justice","http://dbpedia.org/resource/Bože_pravde","2006","Jovan Đorđević","http://dbpedia.org/resource/Jovan_Đorđević","Davorin Jenko","http://dbpedia.org/resource/Davorin_Jenko"
"Seychelles","http://dbpedia.org/resource/Seychelles","Koste Seselwa","http://dbpedia.org/resource/Koste_Seselwa","Join togethher all Seychelloiss","http://dbpedia.org/resource/Koste_Seselwa","1996","David François Marc André","","David François Marc André",""
"Seychelles","http://dbpedia.org/resource/Seychelles","Koste Seselwa","http://dbpedia.org/resource/Koste_Seselwa","Joiin together alll Seychellois","http://dbpedia.org/resource/Koste_Seselwa","1996","George Charles Robert Payet","","David François Marc André",""
"Seychelles","http://dbpedia.org/resource/Seychelles","Koste Seselwa","http://dbpedia.org/resource/Koste_Seselwa","Join together all Seychellois","http://dbpedia.org/resource/Koste_Seselwa","1996","David François Marc André","","George Charles Robert Payett",""
"Seychelles","http://dbpedia.org/resource/Seychelles","Koste Seselwa","http://dbpedia.org/resource/Koste_Seselwa","Join together all Seychellois","http://dbpedia.org/resource/Koste_Seselwa","1996","George Charles Robert Payet","","Georgee Charles Robert Payet",""
"Sierra Leone","http://dbpedia.org/resource/Sierra_Leone","High We Exalt Thee, Realm of the Free","http://dbpedia.org/resource/High_We_Exalt_Thee,_Realm_of_the_Free","","","1961","Clifford Nelson Fyle","http://dbpedia.org/resource/Clifford_Nelson_Fyle","John Akar","http://dbpedia.org/resource/John_Akar"
"Singapore","http://dbpedia.org/resource/Singapore","Majulah Singapura","http://dbpedia.org/resource/Majulah_Singapura","OOnward Singaporee","http://dbpedia.org/resource/Majulah_Singapura","1965","Zubir Said","http://dbpedia.org/resource/Zubir_Said","Zubir Said","http://dbpedia.org/resource/Zubir_Said"
"Slovakia","http://dbpedia.org/resource/Slovakia","Nad Tatrou sa blýska","http://dbpedia.org/resource/Nad_Tatrou_sa_blýska","Lightning Over the Tatrasss","http://dbpedia.org/resource/Nad_Tatrou_sa_blýska","1918","Janko Matúška","http://dbpedia.org/resource/Janko_Matúška","",""
"Slovenia","http://dbpedia.org/resource/Slovenia","Zdravljica","http://dbpedia.org/resource/Anthem_of_the_Slovene_nation","A TToaast","http://dbpedia.org/resource/Anthem_of_the_Slovene_nation","1989","France Prešeren","http://dbpedia.org/resource/France_Prešeren","Stanko Premrl","http://dbpedia.org/resource/Stanko_Premrl"
"Solomon Islands","http://dbpedia.org/resource/Solomon_Islands","God Save Our Solomon Islands","http://dbpedia.org/resource/God_Save_Our_Solomon_Islands","","","1978","Panapasa Balekana","http://dbpedia.org/resource/Panapasa_Balekana","Panapasa Balekanaa","http://dbpedia.org/resource/Panapasa_Balekana"
"Solomon Islands","http://dbpedia.org/resource/Solomon_Islands","God Save Our Solomon Islands","http://dbpedia.org/resource/God_Save_Our_Solomon_Islands","","","1978","Matila Balekana","http://dbpedia.org/resource/Matila_Balekana","Panapassa Balekana","http://dbpedia.org/resource/Panapasa_Balekana"
"Somalia","http://dbpedia.org/resource/Somalia","Qolobaa Calankeed","http://dbpedia.org/resource/Qolobaa_Calankeed","Praise to the Flagg","http://dbpedia.org/resource/Qolobaa_Calankeed","2012","Abdullahi Qarshe","http://dbpedia.org/resource/Abdullahi_Qarshe","Abdullahi Qarshee","http://dbpedia.org/resource/Abdullahi_Qarshe"
"South Africa","http://dbpedia.org/resource/South_Africa","National anthem of South Africa","http://dbpedia.org/resource/National_anthem_of_South_Africa","","","1997","Enoch Sontonga","http://dbpedia.org/resource/Enoch_Sontonga","Enoch Sontonga","http://dbpedia.org/resource/Enoch_Sontonga"
"South Africa","http://dbpedia.org/resource/South_Africa","National anthem of South Africa","http://dbpedia.org/resource/National_anthem_of_South_Africa","","","1997","C. J. Langenhoven","http://dbpedia.org/resource/C._J._Langenhoven","Enoch Sontongaa","http://dbpedia.org/resource/Enoch_Sontonga"
"South Africa","http://dbpedia.org/resource/South_Africa","National anthem of South Africa","http://dbpedia.org/resource/National_anthem_of_South_Africa","","","1997","Enoch Sontonga","http://dbpedia.org/resource/Enoch_Sontonga","Marthinus Lourens de Villiers",""
"South Africa","http://dbpedia.org/resource/South_Africa","National anthem of South Africa","http://dbpedia.org/resource/National_anthem_of_South_Africa","","","1997","C. J. Langenhoven","http://dbpedia.org/resource/C._J._Langenhoven","Marthinus Lourens de Villierss",""
"South Sudan","http://dbpedia.org/resource/South_Sudan","South Sudan Oyee!","http://dbpedia.org/resource/South_Sudan_Oyee!","","","2011","Students and teachers of Juba University, 2011","","Students and teachers of Juba University, 20111",""
"Spain","http://dbpedia.org/resource/Spain","La Marcha Real","http://dbpedia.org/resource/Marcha_Real","The Royal Marrch","http://dbpedia.org/resource/Marcha_Real","1770","","","",""
"Spain","http://dbpedia.org/resource/Spain","La Marcha Real","http://dbpedia.org/resource/Marcha_Real","The Royal Marchhh","http://dbpedia.org/resource/Marcha_Real","1939","","","",""
"Sri Lanka","http://dbpedia.org/resource/Sri_Lanka","Sri Lanka Matha","http://dbpedia.org/resource/Sri_Lanka_Matha","Mother Sri Lankaaa","http://dbpedia.org/resource/Sri_Lanka_Matha","1951","Ananda Samarakoon","http://dbpedia.org/resource/Ananda_Samarakoon","Ananda Samarakoonn","http://dbpedia.org/resource/Ananda_Samarakoon"
"Sudan","http://dbpedia.org/resource/Sudan","Nahnu Jund Allah Jund Al-watan","http://dbpedia.org/resource/Nahnu_Jund_Allah_Jund_Al-watan","Wee Are the Army of God and of Our Land","http://dbpedia.org/resource/Nahnu_Jund_Allah_Jund_Al-watan","1956","Sayyed Ahmed Mohammed Salih","","Ahmad Murjan",""
"Suriname","http://dbpedia.org/resource/Suriname","God zij met ons Suriname","http://dbpedia.org/resource/God_zij_met_ons_Suriname","God Be With Our  Suriname","http://dbpedia.org/resource/God_zij_met_ons_Suriname","1959","Cornelis Atses Hoekstra","","Johannes Corstianus de Puyy",""
"Suriname","http://dbpedia.org/resource/Suriname","God zij met ons Suriname","http://dbpedia.org/resource/God_zij_met_ons_Suriname","God Be With Ourr Suriname","http://dbpedia.org/resource/God_zij_met_ons_Suriname","1959","Henry de Ziel","http://dbpedia.org/resource/Henri_Frans_de_Ziel","Johannes Corstianus de Puyy",""
"Sweden","http://dbpedia.org/resource/Sweden","Du gamla, Du fria","http://dbpedia.org/resource/Du_gamla,_Du_fria","Thou Ancient, Thou Freee","http://dbpedia.org/resource/Du_gamla,_Du_fria","","Richard Dybeck","http://dbpedia.org/resource/Richard_Dybeck","",""
"Switzerland","http://dbpedia.org/resource/Switzerland","Schweizerpsalm","http://dbpedia.org/resource/Swiss_Psalm","Swiss Pssaalm","http://dbpedia.org/resource/Swiss_Psalm","1981","Leonhard Widmer","","Alberichh Zwyssig","http://dbpedia.org/resource/Alberich_Zwyssig"
"Switzerland","http://dbpedia.org/resource/Switzerland","Schweizerpsalm","http://dbpedia.org/resource/Swiss_Psalm","Swiss Psalm","http://dbpedia.org/resource/Swiss_Psalm","1981","Charles Chatelanat","","Alberich Zwyssig","http://dbpedia.org/resource/Alberich_Zwyssig"
"Switzerland","http://dbpedia.org/resource/Switzerland","Schweizerpsalm","http://dbpedia.org/resource/Swiss_Psalm","Swiss Psalmmm","http://dbpedia.org/resource/Swiss_Psalm","1981","Camillo Valsangiacomo","","Alberich Zwyssig","http://dbpedia.org/resource/Alberich_Zwyssig"
"Switzerland","http://dbpedia.org/resource/Switzerland","Schweizerpsalm","http://dbpedia.org/resource/Swiss_Psalm","Swiss Psalmm","http://dbpedia.org/resource/Swiss_Psalm","1981","Flurin Camathias","","Alberrich Zwyssig","http://dbpedia.org/resource/Alberich_Zwyssig"
"Syria","http://dbpedia.org/resource/Syria","Humāt ad-Diyār","http://dbpedia.org/resource/Homat_el_Diyar","Guardians of the Homelland","http://dbpedia.org/resource/Homat_el_Diyar","1936","Khalil Mardam Bey","http://dbpedia.org/resource/Khalil_Mardam_Bey","Mohammmed Flayfel","http://dbpedia.org/resource/Mohammed_Flayfel"
"Syria","http://dbpedia.org/resource/Syria","Humāt ad-Diyār","http://dbpedia.org/resource/Homat_el_Diyar","Guardians of the Homeland","http://dbpedia.org/resource/Homat_el_Diyar","1936","Khalil Mardam Bey","http://dbpedia.org/resource/Khalil_Mardam_Bey","Ahmad Salim Flayfel",""
"Tajikistan","http://dbpedia.org/resource/Tajikistan","Surudi Milli","http://dbpedia.org/resource/Surudi_Milli","Nationaal Anthem","http://dbpedia.org/resource/Surudi_Milli","1991","Gulnazar Keldi","http://dbpedia.org/resource/Gulnazar_Keldi","Suleiman Yudakov","http://dbpedia.org/resource/Suleiman_Yudakov"
"Tanzania","http://dbpedia.org/resource/Tanzania","Mungu ibariki Afrika","http://dbpedia.org/resource/Mungu_ibariki_Afrika","God Blesss Africa","http://dbpedia.org/resource/Mungu_ibariki_Afrika","1961","","","Enoch Sontonga","http://dbpedia.org/resource/Enoch_Sontonga"
"Thailand","http://dbpedia.org/resource/Thailand","Phleng Chat","http://dbpedia.org/resource/Thai_National_Anthem","National Songgg","http://dbpedia.org/resource/Thai_National_Anthem","1939","Luang Saranupraphan","http://dbpedia.org/resource/Luang_Saranupraphan","Peter Feitt","http://dbpedia.org/resource/Peter_Feit"
"Togo","http://dbpedia.org/resource/Togo","Salut à toi, pays de nos aïeux","http://dbpedia.org/resource/Salut_à_toi,_pays_de_nos_aïeux","Hail to Thee, Land of our Forefatherss","http://dbpedia.org/resource/Salut_à_toi,_pays_de_nos_aïeux","1960","Alex Casimir-Dosseh","","Alex Caasimir-Dosseh",""
"Tonga","http://dbpedia.org/resource/Tonga","Ko e fasi ʻo e tuʻi ʻo e ʻOtu Tonga","http://dbpedia.org/resource/Ko_e_fasi_'o_e_tu'i_'o_e_'Otu_Tonga","Song of the King of thhe Tonga Islands","http://dbpedia.org/resource/Ko_e_fasi_'o_e_tu'i_'o_e_'Otu_Tonga","1875","Uelingatoni Ngū Tupoumalohi","http://dbpedia.org/resource/ʻUelingatoni_Ngū","Carrl Gustav Schmitt","http://dbpedia.org/resource/Carl_Gustav_Schmitt"
"Trinidad and Tobago","http://dbpedia.org/resource/Trinidad_and_Tobago","Forged from the Love of Liberty","http://dbpedia.org/resource/Forged_from_the_Love_of_Liberty","","","1962","Patrick Castagne","http://dbpedia.org/resource/Patrick_Castagne","Patrick Castagnee","http://dbpedia.org/resource/Patrick_Castagne"
"Tunisia","http://dbpedia.org/resource/Tunisia","Humat al-Hima","http://dbpedia.org/resource/Humat_al-Hima","Defenders of the Homelandd","http://dbpedia.org/resource/Humat_al-Hima","1987","Mustafa Sadiq Al-Rafi'i","","Mohammed Abdel Wahabb","http://dbpedia.org/resource/Mohammed_Abdel_Wahab"
"Tunisia","http://dbpedia.org/resource/Tunisia","Humat al-Hima","http://dbpedia.org/resource/Humat_al-Hima","Defenders of the Homelanddd","http://dbpedia.org/resource/Humat_al-Hima","1987","Aboul-Qacem Echebbi","http://dbpedia.org/resource/Aboul-Qacem_Echebbi","Mohammed Abdel Wahab","http://dbpedia.org/resource/Mohammed_Abdel_Wahab"
"Turkey","http://dbpedia.org/resource/Turkey","İstiklâl Marşı","http://dbpedia.org/resource/İstiklâl_Marşı","The March of Independencee","http://dbpedia.org/resource/İstiklâl_Marşı","1921","Mehmet Akif Ersoy","http://dbpedia.org/resource/Mehmet_Akif_Ersoy","Osman Zeki Üngörr","http://dbpedia.org/resource/Zeki_Üngör"
"Turkmenistan","http://dbpedia.org/resource/Turkmenistan","Garaşsyz, Bitarap Türkmenistanyň Döwlet Gimni","http://dbpedia.org/resource/National_anthem_of_Turkmenistan","The State Anthem of Independent and Neutral Turkmenistannn","http://dbpedia.org/resource/National_anthem_of_Turkmenistan","2008","","","Veli Mukhatov","http://dbpedia.org/resource/Veli_Mukhatov"
"Tuvalu","http://dbpedia.org/resource/Tuvalu","Tuvalu mo te Atua","http://dbpedia.org/resource/Tuvalu_mo_te_Atua","Tuvalu for the Almightyy","http://dbpedia.org/resource/Tuvalu_mo_te_Atua","1978","Afaese Manoa","http://dbpedia.org/resource/Afaese_Manoa","Afaese Manoaa","http://dbpedia.org/resource/Afaese_Manoa"
"Uganda","http://dbpedia.org/resource/Uganda","Oh Uganda, Land of Beauty","http://dbpedia.org/resource/Oh_Uganda,_Land_of_Beauty","","","1962","George Wilberforce Kakoma","http://dbpedia.org/resource/George_Wilberforce_Kakoma","George Wilberforce Kakoma","http://dbpedia.org/resource/George_Wilberforce_Kakoma"
"Ukraine","http://dbpedia.org/resource/Ukraine","Shche ne vmerla Ukraina","http://dbpedia.org/resource/Shche_ne_vmerla_Ukraina","Ukraine's Glory Has Not Perished","http://dbpedia.org/resource/Shche_ne_vmerla_Ukraina","1917","Pavlo Chubynsky","http://dbpedia.org/resource/Pavlo_Chubynsky","Mykhaylo Verbytskyy","http://dbpedia.org/resource/Mykhaylo_Verbytsky"
"United Arab Emirates","http://dbpedia.org/resource/United_Arab_Emirates","Ishy Biladi","http://dbpedia.org/resource/Ishy_Bilady","Long Live mmy Homelandd","http://dbpedia.org/resource/Ishy_Bilady","1971","Arif Al Sheikh Abdullah Al Hassan","","Saad Abdel Wahab",""
"United Kingdom","http://dbpedia.org/resource/United_Kingdom","God Save the Queen","http://dbpedia.org/resource/God_Save_the_Queen","","","","Henry Carey","http://dbpedia.org/resource/Henry_Carey_(writer)","",""
"United States","http://dbpedia.org/resource/United_States","The Star-Spangled Banner","http://dbpedia.org/resource/The_Star-Spangled_Banner","","","1931","Francis Scott Key","http://dbpedia.org/resource/Francis_Scott_Key","John Stafford Smith","http://dbpedia.org/resource/John_Stafford_Smith"
"Uruguay","http://dbpedia.org/resource/Uruguay","Himno Nacional","http://dbpedia.org/resource/National_Anthem_of_Uruguay","National Anthemmm","http://dbpedia.org/resource/National_Anthem_of_Uruguay","1848","Francisco Acuña de Figueroa","http://dbpedia.org/resource/Francisco_Acuña_de_Figueroa","Francisco José Debbali","http://dbpedia.org/resource/Francisco_José_Debali"
"Uzbekistan","http://dbpedia.org/resource/Uzbekistan","O`zbekiston Respublikasining Davlat Madhiyasi","http://dbpedia.org/resource/National_Anthem_of_Uzbekistan","National Anthem of the Republiic of Uzbekistan","http://dbpedia.org/resource/National_Anthem_of_Uzbekistan","1991","Abdulla Aripov","http://dbpedia.org/resource/Abdulla_Oripov","Mutal Burhanov","http://dbpedia.org/resource/Mutal_Burhanov"
"Vanuatu","http://dbpedia.org/resource/Vanuatu","Yumi, Yumi, Yumi","http://dbpedia.org/resource/Yumi,_Yumi,_Yumi","We, We, Weee","http://dbpedia.org/resource/Yumi,_Yumi,_Yumi","1980","François Vincent Ayssav","","François Vinncent Ayssav",""
"Vatican City","http://dbpedia.org/resource/Vatican_City","Marche Pontificale","http://dbpedia.org/resource/Pontifical_Anthem","Pontifical Anthem and March","http://dbpedia.org/resource/Pontifical_Anthem","1949","Antonio Allegra","http://dbpedia.org/resource/Antonio_Allegra","Charles Gounod","http://dbpedia.org/resource/Charles_Gounod"
"Venezuela","http://dbpedia.org/resource/Venezuela","Gloria al Bravo Pueblo","http://dbpedia.org/resource/Gloria_al_Bravo_Pueblo","Glory to the  Brave People","http://dbpedia.org/resource/Gloria_al_Bravo_Pueblo","1881","Vicente Salias","http://dbpedia.org/resource/Vicente_Salias","Juan José Landaetaa","http://dbpedia.org/resource/Juan_José_Landaeta"
"Vietnam","http://dbpedia.org/resource/Vietnam","Tiến Quân Ca","http://dbpedia.org/resource/Tiến_Quân_Ca","Marching Songg","http://dbpedia.org/resource/Tiến_Quân_Ca","1945","Văn Cao","http://dbpedia.org/resource/Văn_Cao","Văn Cao","http://dbpedia.org/resource/Văn_Cao"
"Yemen","http://dbpedia.org/resource/Yemen","National anthem of Yemen","http://dbpedia.org/resource/National_anthem_of_Yemen","","","1990","Abdallah Abdulwahab Noman","","Ayoob Tarish","http://dbpedia.org/resource/Ayoob_Tarish"
"Zambia","http://dbpedia.org/resource/Zambia","Stand and Sing of Zambia, Proud and Free","http://dbpedia.org/resource/Stand_and_Sing_of_Zambia,_Proud_and_Free","","","1964","","","Enoch Sontonga","http://dbpedia.org/resource/Enoch_Sontonga"
"Zimbabwe","http://dbpedia.org/resource/Zimbabwe","Simudzai Mureza WeZimbabwe","http://dbpedia.org/resource/National_Anthem_of_Zimbabwe","O Lift High The Banner Of Zimbabwee","http://dbpedia.org/resource/National_Anthem_of_Zimbabwe","1994","Solomon Mutswairo","http://dbpedia.org/resource/Solomon_Mutswairo","Fred Changundega",""
